event_type,time
arrival,107.0
arrival,107.0
arrival,107.0
arrival,107.0
arrival,107.0
arrival,107.0
arrival,107.0
arrival,107.0
arrival,107.0
arrival,107.0
completion,107.0
completion,107.0
completion,107.0
completion,107.0
arrival,108.0
arrival,108.0
arrival,108.0
arrival,108.0
arrival,108.0
arrival,108.0
completion,108.0
completion,108.0
completion,108.0
completion,108.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
arrival,109.0
completion,109.0
completion,109.0
recovery,110.0
arrival,110.0
arrival,110.0
arrival,110.0
arrival,110.0
arrival,110.0
arrival,110.0
arrival,110.0
arrival,110.0
arrival,110.0
arrival,110.0
arrival,110.0
completion,110.0
completion,110.0
completion,110.0
completion,110.0
arrival,111.0
arrival,111.0
arrival,111.0
arrival,111.0
arrival,111.0
arrival,111.0
arrival,111.0
arrival,111.0
arrival,111.0
arrival,111.0
completion,111.0
completion,111.0
completion,111.0
completion,111.0
completion,111.0
failure,112.0
arrival,112.0
arrival,112.0
arrival,112.0
arrival,112.0
arrival,112.0
arrival,112.0
arrival,112.0
arrival,112.0
arrival,112.0
arrival,112.0
completion,112.0
completion,112.0
completion,112.0
completion,112.0
failure,113.0
recovery,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
arrival,113.0
completion,113.0
completion,113.0
arrival,114.0
arrival,114.0
arrival,114.0
arrival,114.0
arrival,114.0
arrival,114.0
arrival,114.0
arrival,114.0
arrival,114.0
completion,114.0
completion,114.0
completion,114.0
completion,114.0
arrival,115.0
arrival,115.0
arrival,115.0
arrival,115.0
arrival,115.0
arrival,115.0
arrival,115.0
arrival,115.0
arrival,115.0
completion,115.0
completion,115.0
completion,115.0
completion,115.0
recovery,116.0
arrival,116.0
arrival,116.0
arrival,116.0
arrival,116.0
arrival,116.0
arrival,116.0
completion,116.0
completion,116.0
completion,116.0
completion,116.0
arrival,117.0
arrival,117.0
arrival,117.0
arrival,117.0
arrival,117.0
arrival,117.0
arrival,117.0
arrival,117.0
arrival,117.0
arrival,117.0
completion,117.0
completion,117.0
completion,117.0
completion,117.0
failure,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
arrival,118.0
completion,118.0
completion,118.0
completion,118.0
recovery,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
arrival,119.0
completion,119.0
completion,119.0
completion,119.0
completion,119.0
arrival,120.0
arrival,120.0
arrival,120.0
arrival,120.0
arrival,120.0
arrival,120.0
arrival,120.0
arrival,120.0
arrival,120.0
arrival,120.0
completion,120.0
completion,120.0
completion,120.0
completion,120.0
completion,120.0
arrival,121.0
arrival,121.0
arrival,121.0
arrival,121.0
arrival,121.0
arrival,121.0
arrival,121.0
arrival,121.0
arrival,121.0
completion,121.0
completion,121.0
completion,121.0
completion,121.0
completion,121.0
failure,122.0
arrival,122.0
arrival,122.0
arrival,122.0
arrival,122.0
arrival,122.0
arrival,122.0
arrival,122.0
arrival,122.0
arrival,122.0
completion,122.0
completion,122.0
completion,122.0
completion,122.0
arrival,123.0
arrival,123.0
arrival,123.0
completion,123.0
completion,123.0
completion,123.0
recovery,124.0
arrival,124.0
arrival,124.0
arrival,124.0
arrival,124.0
arrival,124.0
arrival,124.0
arrival,124.0
arrival,124.0
arrival,124.0
arrival,124.0
completion,124.0
completion,124.0
completion,124.0
arrival,125.0
arrival,125.0
arrival,125.0
arrival,125.0
arrival,125.0
arrival,125.0
arrival,125.0
arrival,125.0
arrival,125.0
arrival,125.0
completion,125.0
completion,125.0
completion,125.0
